person,dialogue
joey,laughing sarcastically ok rach
joey,i feel so stupid you know why why do i keep going after the wrong girls
rachel,wwhat are you what are you talking about
joey,oh cmon i mean theres you then theres charlie and its like sighs what the hell is my problem oh he falls back on the bed
rachel,ok uh maybe youre not always going after the wrong girl
joey,sitting up again im telling you rach charlie is not right for me
rachel,yeah im not talking about her
joey,but then who the waitress i went out with last month gives her a meaningful look
rachel,you know forget it
joey,stands up nononono no who who were you talking about
rachel,no iiii dont i actually dont know who im talking about so
joey,ok all right well im gonna see if i can get a room for the night and ill ill see you later
rachel,yeah sure
joey,you like me shuts the door
rachel,nearly whispering ok lets not make a big thing about this
joey,shocked thats a huge thing
rachel,not working with me joe heres the thing lately i have been having thoughts pauses musings if you will
joey,what for how long
rachel,only like a month
joey,outraged a month
rachel,what the dial it down joey goes to sit on the bed listen ok and maybe theyre crazy thoughts but sometimes i do i have ive been thinking about you know us looks at joey whos totally distraught ok dial it up a little
joey,stands up i just have one question
rachel,shoot
joey,desperate what the hell are you doin
rachel,i dont know im not trying to do anything its just we have such a good time when were together you know i mean arent you just a little curious insinuating what that would be like
joey,uh am i curious i mean i am as curious as as george
rachel,puzzled who
joey,curious george you know the monkey and the guy with the yellow hat
rachel,oh yes of course i remember him
joey,yeah he had a paper route
rachel,yeah he did smiling oh see this is what im talking about
joey,no i know yeah i know were great but rach no this this cant happen
rachel,but can it just happen a little bit
joey,charmed but then recoiling no no it cant happen at all
rachel,but why why not
joey,because look no one wants this to happen more than me ok in a trembling voice i have gone over this moment in my head a hundred times and not once did i ever say no sighs i couldnt do it to ross
rachel,but that wasnt gonna stop you before
joey,i know i know but ive thought about it a lot since and it just wouldnt be right painfully im sorry
rachel,regretful im sorry too they look at each other sadly then she recollects and puts her hands over her eyes oh god i shouldnt have said anything
joey,no nononononono hey hey well be fine li hey like you said no big deal
rachel,its not a big deal
joey,no big deal
rachel,its so not a big deal
joey,yeah ill see ya later yeah
rachel,ok
rachel,ok i
rachel,aaahhhh
monica,ooh im sorry i think i think that may have missed the table
monica,ah yeah
monica,ah yeaaah
monica,ah yeaaaah
chandler,to phoebe do you really find this attractive on him
phoebe,looking at mike oh yeah turning to chandler are you telling me you youre not even a little turned on by monica right now
chandler,i think this is the first time in our marriage that ive felt like the more attractive one
phoebe,cmon mike you can beat her knock that dog off her head
monica,oh damn it
phoebe,pointing at mike and shouting i sleep with him
monica,threatening dont get too cocky remember i won the last one oh by the way how did that feel losing to a girl
monica,no no nooo
chandler,okaydokay youve each won a game and ive lost whats felt like a year of my life so everybody goes home a winner
monica,best out of three
chandler,should i use my invisibility to fight crime or for evil
monica,to mike serve the ball chump
phoebe,to mike ok mike better come back mike better come back
ross,ooh well ah i kinda have got a lot on my plate right now not that i wouldnt love a weekend in the country with a strange man mr oberblau giggles
ross,get out
ross,yes please they move and sit down on a sofa so whats going on
ross,oh my god whwhat happened
ross,i knew that was him
ross,holding her hand hey you ok
ross,oh professor clerk were kind of in the middle of a conversation here
ross,standing ok gentlemen please arent we a little old for this i mean were scientists right were academics and most importantly i youyou will have to catch us first he starts to run away with charlie go go go the paleontologists starts chasing them
chandler,exhausted ok look enough is enough
monica,no i have just to have two more points to beat him
chandler,monica that was also true an hour ago i mean please look at you your hand is blistered you can barely stand your hair is inexplicable ok youve already proven you are just as good as he is now weve missed our dinner reservations so now lets just go upstairs order room service take a shower and shave your head
monica,i cant just walk away ive put in four hours
chandler,but
monica,look you knew this about me when you married me you agreed to take me in sickness and in health well this is my sickness
chandler,what about the obsessive cleaning
